Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1164.7, 2259.3, 831.7, 2320.3, 1104.8
10, 1760.2, 3141.7, 1043.9, 3311.0, 1429.9
15, 2479.0, 4309.7, 1353.9, 4798.6, 1793.9
20, 2810.3, 4703.7, 1575.3, 4725.4, 2073.3
25, 3442.4, 5765.4, 1903.5, 5881.4, 2367.3
30, 3853.9, 6209.8, 2261.1, 6320.6, 2723.7
35, 4211.2, 7256.5, 2470.3, 7225.5, 2960.9
40, 5097.2, 8294.2, 2751.6, 8172.3, 3322.4
45, 5205.7, 8517.9, 2987.7, 9294.0, 3670.5
50, 5986.4, 10235.0, 3267.5, 10409.9, 3661.5
55, 6994.6, 10827.5, 3552.0, 12055.3, 4286.3
60, 7005.2, 11575.6, 3828.2, 13411.8, 4485.2
65, 7686.5, 11541.7, 4122.0, 14113.1, 4666.3
70, 6869.0, 13286.8, 4528.5, 16282.1, 4971.0
75, 7083.4, 14768.3, 4659.6, 16928.9, 5092.3
80, 7525.2, 14532.0, 4826.7, 17524.8, 5254.9
85, 8313.0, 15313.2, 5089.3, 18796.6, 5082.4
90, 8701.9, 15507.1, 5351.8, 20109.5, 5387.8
95, 8894.2, 15666.6, 5459.4, 20413.7, 5735.6
100, 8656.9, 16777.6, 5595.8, 20854.6, 6509.7
