Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 26.6, 29.9, 25.0, 31.2, 25.0
10, 40.7, 36.0, 24.9, 39.0, 25.1
15, 2123.9, 3859.6, 1265.9, 4262.8, 1687.6
20, 2962.5, 4992.6, 1601.0, 5043.1, 2133.7
25, 3800.2, 6188.6, 1985.0, 6203.9, 2517.8
30, 4800.8, 7394.2, 2459.7, 7474.4, 2987.7
35, 5020.8, 8370.9, 2693.6, 8681.7, 3214.1
40, 5259.8, 8574.1, 2857.2, 8628.5, 3406.8
45, 5496.7, 9296.8, 3058.3, 9351.7, 3726.6
50, 6597.4, 10652.2, 3492.9, 11914.3, 3912.9
55, 6890.0, 10845.3, 3715.3, 12403.4, 4371.9
60, 7650.9, 11828.9, 3938.4, 12829.2, 4627.1
65, 8846.1, 12888.4, 4325.8, 14556.1, 4995.7
70, 6883.2, 13806.4, 4556.7, 15693.1, 5073.6
75, 7727.0, 14952.7, 4794.6, 17226.3, 5192.8
80, 8022.3, 14929.3, 4943.1, 18324.4, 5386.5
85, 8747.4, 15255.8, 5239.7, 20062.9, 5176.9
90, 9169.6, 16104.0, 5406.7, 20190.2, 5466.2
95, 9327.1, 16593.8, 5580.0, 21064.9, 5727.9
100, 9195.5, 16929.5, 5639.5, 21058.5, 6575.9
