Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 82.7, 100.0, 39.0, 115.7, 51.7
10, 70.3, 118.7, 40.7, 100.1, 60.9
15, 137.5, 215.7, 79.8, 213.9, 103.1
20, 176.7, 262.4, 99.9, 232.7, 151.4
25, 179.7, 370.3, 148.7, 318.8, 164.1
30, 251.6, 434.4, 185.9, 415.5, 203.1
35, 272.0, 426.7, 153.3, 435.6, 157.9
40, 345.4, 448.6, 176.6, 461.0, 185.8
45, 325.0, 646.9, 178.1, 568.7, 468.7
50, 362.6, 720.2, 214.1, 751.6, 206.2
55, 489.0, 900.0, 273.6, 1025.1, 570.5
60, 606.2, 1165.6, 292.5, 1297.0, 639.2
65, 643.9, 1317.1, 334.3, 1506.3, 720.3
70, 679.8, 1484.4, 373.4, 1816.3, 790.8
75, 818.8, 1737.6, 426.7, 2296.3, 870.3
80, 1029.7, 2142.4, 521.6, 2833.2, 931.2
85, 1200.1, 2703.1, 589.2, 3322.1, 522.1
90, 1373.5, 3005.0, 676.8, 3793.9, 632.9
95, 1437.6, 3223.9, 701.8, 4143.3, 687.6
100, 1570.4, 3603.3, 789.8, 4719.7, 828.0
