Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1137.6, 2308.9, 725.1, 2256.3, 1023.6
10, 1750.0, 3280.4, 1068.8, 3429.8, 1447.0
15, 2499.3, 4317.5, 1375.4, 4729.8, 1815.9
20, 3118.8, 5296.3, 1672.2, 5368.0, 2183.5
25, 3652.7, 5980.4, 1967.3, 5951.9, 2475.6
30, 3856.3, 6141.4, 2236.2, 6942.7, 2739.3
35, 4514.3, 7511.9, 2512.6, 8133.2, 3059.1
40, 4888.1, 8249.2, 2726.6, 9041.3, 3279.8
45, 5475.8, 9011.2, 3043.9, 8799.0, 3700.0
50, 6313.9, 10313.4, 3364.3, 11452.2, 3804.8
55, 7638.5, 11508.3, 3780.2, 12144.4, 4504.8
60, 8332.8, 12101.7, 4002.4, 13808.5, 4718.9
65, 8683.9, 12561.5, 4250.3, 14210.1, 4843.9
70, 8911.5, 13595.9, 4323.8, 16666.4, 4856.7
75, 7247.4, 14057.7, 4695.4, 16822.5, 5108.1
80, 7922.5, 14572.3, 4857.0, 17672.1, 5284.9
85, 7881.2, 14571.1, 4964.2, 18262.0, 4925.6
90, 8068.5, 15871.7, 5093.0, 19594.1, 5176.1
95, 8586.0, 16139.9, 5402.1, 20154.0, 5580.9
100, 8930.2, 17322.6, 5657.0, 20901.2, 6549.0
