Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 72.0, 128.0, 45.4, 126.6, 62.4
10, 141.2, 165.7, 85.7, 199.9, 114.0
15, 524.9, 378.2, 251.6, 428.2, 306.2
20, 712.5, 443.7, 403.0, 601.5, 411.1
25, 973.5, 606.2, 506.1, 844.0, 518.8
30, 1553.4, 718.9, 731.5, 1140.7, 811.0
35, 2081.3, 1056.2, 968.6, 1425.1, 1032.9
40, 2856.5, 1209.6, 1109.5, 1586.1, 998.5
45, 3102.5, 1840.8, 1298.5, 2067.1, 1181.5
50, 4107.8, 1821.8, 1812.3, 2393.7, 1034.4
55, 5048.5, 1920.3, 2095.3, 2838.1, 1512.4
60, 6144.0, 1892.3, 2550.1, 3256.4, 1559.8
65, 6586.3, 1825.1, 3428.4, 4042.9, 1927.5
70, 7992.7, 1872.0, 3839.2, 4146.1, 2027.2
75, 9419.1, 2036.0, 4562.9, 5078.9, 2192.4
80, 12475.7, 2373.5, 5248.6, 5249.2, 2376.2
85, 17204.0, 2712.6, 5822.1, 5934.8, 2047.4
90, 18362.0, 2620.6, 6214.1, 6217.4, 2069.5
95, 20801.5, 2937.6, 6811.4, 6998.7, 2253.5
100, 23705.7, 3212.7, 6820.6, 7459.8, 2174.4
