Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1114.1, 2106.3, 706.2, 2106.2, 989.0
10, 1614.6, 3036.0, 1020.4, 3100.2, 1398.4
15, 2106.5, 3714.1, 1262.7, 4073.7, 1646.9
20, 2715.6, 4707.8, 1531.4, 4670.7, 2033.1
25, 3468.8, 5700.2, 1884.7, 5690.9, 2368.8
30, 4301.8, 7012.9, 2375.9, 7137.8, 2882.9
35, 4936.9, 8319.1, 2639.9, 8684.9, 3162.5
40, 5229.7, 8562.9, 2814.9, 9080.1, 3386.2
45, 5272.2, 8712.6, 2955.0, 9472.1, 3597.6
50, 5645.6, 9755.2, 3217.3, 10402.1, 3608.5
55, 6030.7, 10280.4, 3362.7, 11781.9, 4022.7
60, 102.9, 101.3, 71.7, 118.7, 62.4
65, 106.1, 121.7, 84.6, 154.8, 59.4
70, 5291.0, 11433.4, 3718.9, 14002.1, 4145.7
75, 6522.2, 13649.1, 4437.1, 15782.5, 4839.3
80, 7155.6, 14396.4, 4667.4, 17070.1, 5095.6
85, 7424.1, 14654.2, 4792.4, 17858.6, 4835.1
90, 6889.3, 14838.2, 4899.7, 18369.6, 5505.0
95, 171.9, 198.5, 134.4, 173.4, 92.3
100, 8575.6, 16725.8, 5404.9, 20668.1, 7459.6
