Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 930.3, 2208.0, 548.4, 2526.7, 867.2
10, 1714.3, 3714.3, 847.0, 4597.1, 1254.8
15, 2886.1, 5016.0, 1197.2, 7490.9, 1679.7
20, 2899.8, 6136.2, 1427.2, 7942.8, 1902.1
25, 3239.2, 6689.6, 1717.6, 8857.0, 2136.0
30, 3672.3, 7675.4, 1914.0, 10016.1, 2325.3
35, 3619.9, 7886.5, 2072.1, 9902.1, 2512.7
40, 4072.4, 9364.8, 2322.8, 11452.1, 2743.9
45, 4074.0, 9631.2, 2539.3, 11713.2, 3076.8
50, 52.9, 118.9, 37.5, 122.0, 45.3
55, 63.9, 123.6, 48.3, 131.2, 48.5
60, 78.1, 154.5, 50.0, 179.8, 50.0
65, 93.9, 167.2, 61.1, 195.4, 54.8
70, 5912.1, 12917.0, 3714.5, 18779.4, 4034.5
75, 6867.6, 15969.8, 4072.1, 21599.6, 4296.0
80, 95.4, 187.5, 62.6, 187.4, 561.0
85, 104.7, 208.1, 73.4, 198.4, 62.5
90, 7797.3, 17522.3, 4730.3, 24746.3, 4502.1
95, 136.1, 301.6, 87.6, 225.1, 70.5
100, 160.9, 273.6, 90.6, 219.0, 68.6
