Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 115.4, 106.1, 51.7, 148.5, 65.7
10, 109.3, 170.4, 78.1, 159.3, 100.1
15, 170.4, 218.7, 126.5, 275.1, 164.2
20, 151.4, 217.3, 115.8, 214.1, 162.5
25, 178.2, 308.0, 140.5, 273.4, 148.4
30, 221.9, 368.9, 161.1, 382.7, 174.9
35, 340.5, 489.5, 184.6, 561.1, 184.4
40, 359.3, 596.8, 207.7, 687.7, 218.8
45, 362.4, 722.1, 217.3, 687.6, 523.6
50, 434.6, 903.2, 273.4, 1000.2, 251.7
55, 479.8, 956.5, 278.1, 1186.3, 575.0
60, 587.6, 1125.1, 317.2, 1471.8, 654.9
65, 715.3, 1451.6, 417.2, 1806.6, 787.9
70, 745.4, 1784.4, 456.3, 2206.8, 859.4
75, 931.3, 2195.2, 531.2, 2776.8, 935.8
80, 1084.3, 2726.7, 626.6, 3392.3, 1028.8
85, 1279.6, 3032.8, 702.0, 3712.8, 607.8
90, 1427.4, 3740.9, 800.0, 4492.3, 714.5
95, 1514.8, 3712.7, 850.2, 4715.2, 791.5
100, 1641.1, 4329.9, 955.0, 5449.2, 906.2
