Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1039.2, 2458.1, 582.9, 2806.3, 908.4
10, 1946.9, 3781.6, 873.7, 4998.8, 1282.7
15, 2925.2, 5070.7, 1188.7, 7511.2, 1647.0
20, 2864.3, 6133.1, 1433.5, 7861.3, 1877.9
25, 3793.8, 7437.9, 1817.3, 10383.4, 2239.2
30, 4028.2, 8000.4, 1980.6, 10786.4, 2366.1
35, 4687.4, 9197.3, 2249.0, 12591.6, 2656.2
40, 5889.3, 11446.0, 2641.3, 16078.9, 3031.3
45, 6012.5, 12109.3, 2940.0, 16934.1, 3412.5
50, 7017.6, 13435.7, 3334.6, 19498.0, 3398.6
55, 8308.3, 15085.3, 3801.7, 23387.3, 3983.8
60, 8794.0, 15403.7, 4098.6, 25063.7, 4221.2
65, 9745.9, 16835.0, 4481.4, 28288.0, 4541.5
70, 11956.9, 19793.4, 5148.9, 33835.2, 4940.0
75, 11874.0, 21590.1, 5441.1, 35010.3, 5067.7
80, 11264.7, 20755.6, 5412.7, 34160.1, 5149.4
85, 13438.1, 22390.1, 6047.4, 39715.9, 5099.6
90, 14086.7, 23352.8, 6415.4, 42340.9, 5446.1
95, 13342.8, 22757.4, 6464.3, 40988.3, 5624.5
100, 11720.9, 23421.5, 6139.8, 36790.9, 6325.5
