Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1083.0, 2272.9, 576.7, 2056.6, 829.7
10, 2990.8, 3919.1, 1101.5, 5073.7, 1576.7
15, 2761.4, 4290.9, 1179.7, 5555.4, 1573.7
20, 48.4, 62.7, 48.3, 62.4, 34.4
25, 34.3, 87.7, 32.7, 61.3, 38.9
30, 48.4, 82.7, 39.1, 67.2, 35.8
35, 4192.2, 7656.9, 2259.5, 9483.3, 2615.5
40, 5548.9, 9858.6, 2703.2, 12366.1, 3017.5
45, 7358.5, 11888.0, 3341.3, 16233.7, 3712.7
50, 5320.5, 10755.6, 3165.9, 13604.6, 3203.5
55, 79.5, 123.5, 56.1, 142.3, 56.4
60, 109.2, 168.8, 62.7, 179.7, 51.5
65, 9979.6, 16157.5, 4436.2, 24614.2, 4544.1
70, 11344.2, 18738.7, 5092.5, 27598.7, 4925.8
75, 12696.0, 20958.5, 5656.5, 31562.6, 5245.6
80, 9638.2, 18349.0, 5273.9, 26388.5, 5089.5
85, 10449.1, 18957.8, 5496.3, 29428.1, 4889.8
90, 10358.7, 20034.5, 5962.7, 30557.6, 5194.7
95, 281.1, 417.2, 189.1, 317.2, 129.6
100, 272.0, 398.3, 182.9, 298.5, 121.9
