Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1117.0, 2287.7, 592.5, 1915.9, 887.4
10, 2878.1, 3827.2, 1097.1, 5019.1, 1636.1
15, 3842.4, 4776.8, 1373.8, 6697.2, 1839.1
20, 5609.8, 6481.4, 1920.6, 9003.5, 2478.0
25, 4236.2, 6819.4, 1938.2, 8731.8, 2350.5
30, 43.9, 85.9, 42.3, 65.5, 37.5
35, 5678.5, 9260.1, 2521.1, 12261.6, 2884.4
40, 6062.4, 10334.2, 2792.4, 13241.2, 3108.6
45, 9364.5, 13128.1, 3701.7, 19163.4, 4023.2
50, 10773.1, 14658.6, 4167.4, 22198.3, 4077.3
55, 13285.1, 16419.8, 4910.0, 25663.4, 4859.8
60, 13831.7, 17325.8, 5052.0, 28172.2, 5159.3
65, 14805.9, 18524.4, 5659.8, 31554.7, 5325.4
70, 15646.7, 20671.4, 6245.9, 34462.8, 5709.6
75, 15711.9, 23713.6, 6375.2, 36900.3, 5825.7
80, 15579.3, 22922.1, 6614.8, 38267.7, 6042.3
85, 13868.9, 22187.1, 6319.5, 37008.2, 5414.5
90, 10783.2, 20461.9, 5817.5, 30978.2, 5175.7
95, 6326.3, 14345.8, 4612.7, 17550.7, 4850.5
100, 9775.6, 21295.0, 5828.4, 29921.9, 6062.8
