Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 174.8, 140.5, 109.5, 167.0, 129.7
10, 235.9, 237.5, 150.1, 247.1, 203.1
15, 449.7, 345.3, 245.2, 423.4, 314.0
20, 682.7, 487.1, 350.0, 577.9, 401.3
25, 936.0, 603.3, 471.9, 991.9, 462.4
30, 1494.1, 806.5, 676.4, 1026.5, 593.7
35, 2251.3, 714.2, 832.9, 1195.2, 628.2
40, 2422.2, 939.3, 1017.2, 1450.0, 1037.5
45, 2864.2, 1600.2, 1103.1, 1921.9, 1239.1
50, 3628.4, 1687.7, 1515.7, 2268.9, 1021.2
55, 4523.6, 2006.5, 1985.8, 2687.6, 1576.5
60, 1536.1, 1193.9, 639.0, 2767.4, 740.7
65, 1804.7, 1029.6, 762.5, 2734.4, 829.6
70, 6222.3, 1570.3, 2765.7, 4086.1, 1717.3
75, 7601.9, 1862.6, 3561.1, 4436.3, 1944.7
80, 10109.9, 2270.7, 4135.7, 5036.2, 2128.2
85, 13563.1, 2461.1, 4389.2, 5552.0, 1695.6
90, 14309.9, 2484.6, 5051.7, 5676.9, 1759.5
95, 7125.1, 2358.0, 1946.7, 5495.6, 726.6
100, 19640.6, 3273.5, 7148.7, 7199.4, 2407.3
