Instances, inst1, inst2, inst3, inst4, inst5, inst6, inst7, inst8, inst9, inst10
1000, 1125.0, 906.0, 1110.0, 16.0, 1172.0, 32.0, 31.0, 1062.0, 16.0, 1093.0
1500, 3500.0, 2750.0, 3721.0, 3391.0, 3391.0, 3531.0, 3516.0, 3516.0, 3406.0, 3907.0
2000, 6188.0, 6734.0, 7172.0, 6313.0, 7188.0, 6828.0, 7704.0, 5625.0, 5943.0, 7828.0
2500, 12907.0, 13250.0, 13125.0, 11829.0, 11532.0, 11891.0, 12063.0, 11266.0, 12281.0, 16048.0
3000, 23736.0, 23004.0, 22973.0, 26456.0, 24282.0, 24720.0, 22595.0, 21705.0, 24751.0, 24095.0
3500, 34768.0, 43007.0, 38082.0, 39436.0, 31767.0, 31018.0, 38424.0, 32533.0, 39692.0, 33226.0
4000, 51065.0, 52549.0, 65820.0, 56784.0, 48925.0, 52487.0, 56534.0, 59347.0, 52049.0, 57433.0
4500, 68333.0, 70082.0, 71972.0, 82505.0, 78753.0, 80551.0, 74738.0, 68347.0, 86239.0, 70394.0
5000, 99866.0, 86149.0, 116572.0, 98963.0, 100507.0, 116787.0, 104599.0, 96942.0, 97708.0, 126930.0
