Instances, FordFulkerson, EdmondsKarp, PushRelabel, FIFOPushRelabel, HighestLabelPushRelabel
1000, 146.8, 53.3, 0.0, 0.0, 0.0
1500, 146.8, 53.3, 0.0, 0.0, 0.0
2000, 146.8, 53.3, 0.0, 0.0, 0.0
2500, 146.8, 53.3, 0.0, 0.0, 0.0
3000, 286.0, 104.7, 0.0, 0.0, 0.0
3500, 286.0, 104.7, 0.0, 0.0, 0.0
4000, 286.0, 104.7, 0.0, 0.0, 0.0
4500, 286.0, 104.7, 0.0, 0.0, 0.0
5000, 621.8, 201.4, 0.0, 0.0, 0.0
