Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
1000, 1813, 4344, 906, 5813, 1380
1500, 6422, 12297, 2750, 16094, 3453
2000, 16141, 26892, 6734, 26017, 8469
2500, 36986, 48924, 13250, 67784, 16424
3000, 61596, 78051, 23004, 105849, 26254
3500, 116865, 112584, 43007, 201275, 45721
4000, 113787, 185682, 52549, 242621, 51676
4500, 149344, 253478, 70082, 348894, 70736
5000, 231058, 257458, 86149, 563253, 84824
