Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
1000, 145.5, 171.7, 89.0, 222.1, 123.5
1500, 487.7, 401.3, 300.0, 470.5, 370.1
2000, 1157.9, 649.8, 617.3, 898.4, 686.1
2500, 2025.0, 1020.5, 1087.5, 1875.0, 1337.6
3000, 3401.9, 1361.0, 1536.1, 2250.2, 1211.3
3500, 4208.2, 1557.9, 2172.0, 3223.5, 1637.6
4000, 5636.2, 2411.1, 3278.2, 5353.5, 3025.3
4500, 9703.5, 2870.1, 5081.5, 7553.5, 2894.1
5000, 14299.2, 2862.7, 5911.2, 6867.5, 3306.3
