Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
1000, 1500, 0, 0, 0, 0
1500, 1500, 0, 0, 0, 0
2000, 4422, 0, 0, 0, 0
2500, 4422, 0, 0, 0, 0
3000, 10235, 0, 0, 0, 0
3500, 10235, 0, 0, 0, 0
4000, 19298, 0, 0, 0, 0
4500, 19298, 0, 0, 0, 0
5000, 30861, 0, 0, 0, 0
