Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 204.6, 193.7, 123.5, 220.4, 123.3
10, 243.9, 263.8, 129.7, 254.6, 142.1
15, 245.3, 285.9, 131.4, 268.6, 158.3
20, 223.6, 326.5, 148.5, 271.8, 162.5
25, 254.7, 379.7, 159.1, 332.9, 197.0
30, 304.7, 422.1, 173.3, 399.6, 212.4
35, 335.8, 454.6, 193.6, 437.3, 233.0
40, 353.3, 525.8, 212.6, 459.4, 254.7
45, 350.0, 562.5, 245.1, 481.4, 275.3
50, 420.4, 639.2, 265.5, 575.0, 290.6
55, 500.0, 658.8, 294.0, 675.1, 313.9
60, 563.9, 662.9, 311.0, 742.5, 336.5
65, 606.3, 681.2, 350.1, 811.9, 357.9
70, 650.3, 684.4, 356.6, 847.0, 345.7
75, 668.6, 654.7, 369.1, 866.2, 373.5
80, 665.7, 663.3, 379.9, 873.4, 392.0
85, 662.5, 649.9, 387.7, 893.7, 671.8
90, 651.7, 640.7, 418.7, 875.3, 706.1
95, 634.3, 668.6, 458.5, 902.2, 742.3
100, 681.3, 672.0, 467.4, 1053.2, 431.3
