Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 207.9, 195.3, 132.9, 209.3, 126.5
10, 248.4, 243.7, 133.0, 250.0, 143.6
15, 242.3, 286.1, 123.4, 262.3, 160.8
20, 221.9, 317.1, 147.0, 268.7, 167.3
25, 259.4, 379.6, 164.0, 334.2, 189.2
30, 303.2, 420.2, 179.7, 394.0, 212.3
35, 329.6, 457.8, 195.3, 444.7, 236.0
40, 345.4, 539.2, 221.9, 457.3, 257.8
45, 345.2, 564.1, 247.1, 479.6, 261.1
50, 412.5, 642.2, 271.7, 573.4, 295.4
55, 504.7, 659.5, 295.2, 667.0, 317.2
60, 578.2, 670.5, 317.3, 743.8, 341.3
65, 615.6, 681.6, 335.8, 810.3, 350.1
70, 643.7, 681.3, 360.8, 840.6, 354.8
75, 666.3, 658.0, 373.6, 861.0, 362.7
80, 669.0, 664.0, 380.1, 862.2, 396.9
85, 654.7, 639.0, 403.2, 854.8, 662.9
90, 651.7, 654.9, 410.3, 874.6, 691.2
95, 625.0, 649.1, 429.8, 911.6, 718.8
100, 692.2, 684.5, 459.9, 1046.8, 436.8
