Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 15.8, 20.4, 12.4, 29.8, 18.7
10, 15.7, 35.9, 14.1, 56.1, 17.2
15, 18.8, 60.9, 15.5, 76.4, 31.7
20, 22.1, 57.7, 12.2, 64.0, 22.0
25, 15.6, 76.5, 17.2, 79.7, 20.3
30, 15.5, 98.5, 15.6, 109.4, 23.5
35, 21.7, 122.2, 18.9, 160.9, 18.7
40, 21.7, 109.1, 25.3, 165.5, 25.0
45, 40.7, 170.3, 20.3, 168.7, 22.2
50, 22.0, 201.7, 17.2, 204.7, 25.0
55, 29.9, 229.6, 20.4, 237.4, 23.7
60, 28.3, 267.3, 18.6, 298.6, 28.3
65, 28.2, 257.8, 25.0, 320.4, 31.0
70, 35.8, 256.3, 21.9, 351.5, 29.6
75, 34.3, 262.5, 23.5, 392.3, 23.7
80, 35.9, 296.7, 29.8, 437.4, 22.2
85, 35.9, 354.5, 39.1, 476.7, 21.9
90, 42.2, 392.1, 18.8, 550.0, 26.6
95, 32.8, 487.6, 22.0, 746.9, 21.9
100, 26.5, 1034.4, 22.0, 2006.4, 23.5
