Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 25.0, 35.9, 24.8, 46.9, 34.4
10, 25.1, 34.3, 25.0, 46.9, 31.3
15, 24.8, 43.6, 21.8, 47.1, 31.3
20, 27.9, 45.2, 20.0, 51.6, 21.7
25, 18.9, 37.6, 24.9, 43.7, 23.4
30, 25.3, 35.9, 18.9, 48.5, 29.6
35, 25.2, 45.4, 26.6, 59.4, 21.8
40, 32.9, 50.0, 16.9, 60.9, 27.8
45, 40.6, 61.1, 23.4, 73.6, 28.1
50, 29.6, 57.9, 26.7, 59.2, 28.0
55, 31.3, 67.2, 25.0, 62.5, 31.2
60, 34.3, 59.5, 29.7, 67.1, 29.9
65, 33.0, 64.0, 29.7, 68.9, 29.8
70, 34.3, 65.5, 28.1, 78.2, 24.9
75, 36.0, 65.5, 28.0, 90.4, 31.2
80, 40.5, 76.6, 28.1, 95.3, 26.5
85, 35.8, 90.8, 39.3, 95.2, 26.7
90, 45.4, 76.6, 26.8, 98.3, 28.4
95, 43.7, 62.7, 32.9, 65.7, 29.7
100, 35.9, 69.0, 28.2, 76.6, 33.1
