Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 189.1, 138.9, 98.6, 151.5, 95.5
10, 212.2, 129.7, 109.8, 159.3, 79.7
15, 214.2, 124.9, 104.8, 170.3, 78.6
20, 217.3, 125.0, 95.1, 184.4, 78.2
25, 199.9, 131.2, 109.2, 181.2, 90.7
30, 248.5, 137.5, 117.3, 199.9, 94.0
35, 280.4, 145.2, 124.9, 206.2, 82.7
40, 279.7, 145.2, 136.0, 217.2, 103.2
45, 328.0, 165.7, 164.2, 264.1, 126.5
50, 375.1, 176.6, 175.0, 257.9, 137.4
55, 457.7, 179.4, 178.2, 267.1, 121.9
60, 526.7, 175.1, 194.0, 254.5, 121.9
65, 817.3, 178.1, 231.2, 295.3, 136.0
70, 967.2, 164.0, 253.3, 296.9, 101.5
75, 1103.1, 170.2, 247.1, 318.8, 121.8
80, 1018.7, 176.8, 262.7, 340.7, 140.9
85, 848.3, 192.1, 268.8, 359.3, 395.1
90, 793.8, 200.0, 300.1, 397.1, 420.3
95, 734.5, 231.2, 275.1, 485.8, 409.4
100, 872.2, 1411.0, 362.4, 4101.8, 126.9
