Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 15.7, 31.4, 15.8, 43.6, 23.2
10, 18.8, 61.2, 15.5, 87.2, 17.4
15, 23.3, 109.4, 17.2, 123.2, 19.9
20, 24.9, 89.1, 12.5, 111.0, 18.7
25, 14.1, 190.6, 15.7, 206.4, 17.1
30, 15.9, 239.1, 15.7, 262.5, 18.8
35, 26.5, 242.2, 16.9, 290.7, 18.8
40, 23.5, 232.9, 15.7, 359.4, 23.3
45, 42.3, 387.7, 18.6, 415.5, 21.7
50, 18.7, 428.4, 17.2, 478.1, 23.3
55, 26.5, 456.1, 23.5, 570.4, 23.5
60, 29.8, 476.7, 26.7, 639.1, 28.1
65, 37.4, 507.8, 23.2, 768.8, 53.1
70, 35.8, 568.8, 24.9, 961.1, 21.5
75, 43.8, 642.1, 25.0, 1085.9, 25.1
80, 37.4, 698.5, 29.4, 1196.8, 20.2
85, 42.0, 860.9, 34.2, 1400.0, 22.0
90, 47.0, 914.0, 18.7, 1512.9, 20.4
95, 34.4, 985.9, 23.5, 1714.1, 23.4
100, 28.3, 1045.4, 25.0, 1986.2, 18.9
