Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 209.5, 193.6, 126.6, 212.4, 131.3
10, 250.0, 267.1, 136.1, 257.8, 139.0
15, 238.9, 300.0, 126.6, 267.4, 156.3
20, 220.2, 326.7, 150.0, 257.9, 164.0
25, 254.7, 393.7, 162.4, 337.4, 192.4
30, 306.0, 451.5, 171.9, 400.0, 215.6
35, 326.5, 460.8, 193.9, 440.8, 225.0
40, 351.5, 521.9, 210.9, 464.3, 249.8
45, 351.6, 567.2, 251.7, 493.9, 264.3
50, 417.3, 629.8, 268.4, 586.2, 299.9
55, 496.9, 668.6, 290.6, 673.2, 306.1
60, 559.5, 658.0, 311.0, 751.3, 334.7
65, 614.0, 678.0, 348.3, 811.1, 343.7
70, 646.8, 670.4, 351.5, 842.3, 353.4
75, 667.3, 670.6, 376.6, 872.0, 362.5
80, 671.8, 661.0, 384.4, 877.9, 398.2
85, 660.8, 648.5, 407.7, 864.1, 665.6
90, 651.5, 637.6, 409.4, 876.5, 681.2
95, 626.6, 667.2, 429.8, 911.1, 721.7
100, 682.9, 681.2, 473.4, 1043.9, 431.1
