Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 28.0, 34.4, 25.1, 43.9, 38.9
10, 25.0, 42.4, 26.7, 50.0, 20.4
15, 18.9, 43.8, 23.2, 42.3, 36.0
20, 28.2, 47.0, 20.7, 51.5, 25.0
25, 20.4, 40.4, 28.0, 46.9, 21.9
30, 26.6, 40.5, 18.8, 50.0, 28.2
35, 26.8, 46.8, 23.4, 50.1, 23.2
40, 29.6, 47.0, 21.8, 59.7, 25.2
45, 42.3, 61.3, 31.2, 70.4, 28.1
50, 29.6, 62.8, 29.7, 58.0, 27.9
55, 33.0, 59.4, 25.1, 62.3, 26.5
60, 34.3, 65.8, 26.7, 64.0, 29.6
65, 36.0, 64.1, 26.4, 71.9, 31.4
70, 35.9, 67.1, 26.5, 76.8, 31.2
75, 39.0, 73.3, 34.4, 87.6, 29.6
80, 38.8, 84.4, 29.6, 95.2, 25.1
85, 38.9, 86.0, 37.5, 97.0, 26.5
90, 40.6, 73.3, 23.6, 98.4, 29.6
95, 40.7, 63.8, 25.1, 68.8, 31.4
100, 29.7, 68.6, 29.8, 76.5, 31.3
