Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 188.7, 132.8, 101.4, 142.4, 91.0
10, 209.0, 138.9, 109.4, 159.4, 76.5
15, 220.5, 134.4, 109.3, 167.1, 71.8
20, 210.9, 132.8, 92.2, 169.0, 79.5
25, 223.5, 134.4, 104.6, 183.0, 89.1
30, 272.2, 131.2, 111.0, 190.6, 92.3
35, 269.1, 143.8, 134.4, 206.2, 81.3
40, 295.4, 143.7, 139.3, 201.7, 100.0
45, 318.6, 167.2, 156.5, 254.9, 103.2
50, 381.2, 178.1, 168.7, 264.0, 134.3
55, 448.6, 178.2, 218.7, 271.8, 132.9
60, 534.6, 169.0, 207.9, 282.8, 128.1
65, 714.1, 170.3, 231.2, 288.9, 134.4
70, 868.6, 172.0, 253.2, 292.2, 107.6
75, 1232.8, 162.6, 270.2, 295.4, 128.2
80, 1037.8, 172.0, 279.6, 303.1, 154.6
85, 957.9, 178.2, 271.7, 350.2, 403.2
90, 812.6, 217.1, 253.2, 421.9, 401.3
95, 816.4, 293.8, 323.4, 548.4, 422.0
100, 853.5, 1397.3, 312.4, 4059.6, 115.5
