Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 209.3, 201.5, 120.4, 212.5, 128.0
10, 245.2, 268.7, 131.2, 244.3, 140.5
15, 245.4, 300.1, 132.8, 276.4, 151.7
20, 223.6, 327.9, 139.2, 265.7, 174.8
25, 256.3, 379.7, 162.5, 329.7, 195.3
30, 306.4, 430.2, 173.5, 404.7, 210.8
35, 332.8, 456.5, 193.9, 434.5, 221.8
40, 351.7, 525.1, 214.0, 466.0, 257.8
45, 356.3, 554.4, 247.2, 477.9, 262.7
50, 421.9, 647.0, 270.1, 576.6, 293.9
55, 495.3, 656.8, 303.4, 675.5, 304.7
60, 564.1, 668.8, 315.5, 743.9, 339.0
65, 608.0, 686.1, 345.4, 808.5, 361.3
70, 657.8, 665.9, 361.0, 839.4, 340.8
75, 668.7, 664.8, 376.9, 855.7, 368.6
80, 670.3, 659.2, 389.5, 867.9, 392.1
85, 660.9, 643.8, 382.8, 874.3, 673.8
90, 656.4, 652.0, 393.9, 887.5, 677.4
95, 637.5, 650.2, 442.1, 910.6, 709.4
100, 687.5, 702.1, 467.3, 1051.4, 439.8
