Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 185.9, 154.8, 101.4, 154.7, 95.0
10, 218.7, 128.1, 109.7, 157.8, 73.4
15, 209.4, 137.5, 98.4, 170.3, 79.6
20, 214.1, 121.7, 89.0, 175.0, 78.4
25, 251.7, 132.9, 107.8, 182.7, 85.8
30, 273.6, 136.0, 117.1, 206.2, 93.8
35, 281.5, 142.1, 126.6, 197.0, 76.7
40, 319.1, 154.7, 131.2, 218.8, 104.7
45, 306.2, 184.2, 165.8, 267.2, 122.0
50, 375.2, 176.4, 168.9, 240.6, 139.1
55, 460.9, 173.5, 203.3, 273.3, 129.6
60, 578.1, 173.4, 193.8, 257.9, 117.2
65, 686.0, 170.2, 235.8, 265.8, 134.3
70, 1012.5, 164.1, 237.3, 289.3, 101.7
75, 1339.1, 173.6, 259.3, 300.0, 122.0
80, 1079.8, 181.5, 270.2, 335.8, 146.9
85, 861.0, 174.9, 283.4, 345.3, 407.9
90, 1001.7, 192.4, 267.4, 370.2, 396.9
95, 754.6, 297.1, 323.4, 576.7, 425.0
100, 887.7, 1389.0, 339.2, 4138.0, 132.9
