Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 15.7, 34.3, 15.6, 45.2, 26.8
10, 15.8, 59.4, 15.9, 87.5, 20.4
15, 20.1, 109.5, 18.8, 117.1, 25.0
20, 31.5, 90.7, 13.9, 121.7, 21.9
25, 17.5, 175.1, 17.4, 196.9, 23.5
30, 15.5, 223.3, 17.3, 270.5, 21.6
35, 19.9, 254.5, 22.0, 307.6, 20.4
40, 29.7, 217.1, 17.0, 362.4, 18.7
45, 32.9, 374.9, 15.6, 412.5, 21.9
50, 20.3, 440.7, 23.5, 470.2, 17.1
55, 26.7, 476.4, 20.2, 587.6, 26.6
60, 29.9, 451.6, 23.5, 639.1, 24.9
65, 32.8, 548.6, 21.8, 745.3, 46.9
70, 31.3, 581.3, 18.8, 903.5, 26.4
75, 42.3, 600.0, 25.0, 1093.9, 23.6
80, 35.9, 751.5, 24.9, 1193.8, 26.5
85, 43.6, 826.6, 37.5, 1359.3, 20.2
90, 43.9, 884.3, 20.3, 1483.5, 21.8
95, 34.4, 978.0, 23.5, 1681.3, 24.9
100, 27.9, 1042.2, 23.6, 2012.6, 20.5
