Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 189.1, 135.8, 106.1, 146.7, 106.5
10, 207.7, 126.6, 107.8, 181.4, 70.3
15, 218.9, 132.6, 99.9, 157.8, 78.2
20, 215.5, 123.5, 90.7, 168.8, 77.8
25, 209.4, 123.4, 112.5, 201.5, 90.7
30, 262.5, 137.4, 109.3, 198.5, 96.8
35, 264.5, 136.0, 128.1, 199.9, 76.5
40, 321.8, 140.8, 131.2, 223.3, 95.3
45, 321.9, 168.8, 150.3, 243.8, 104.7
50, 395.3, 187.5, 159.4, 254.7, 125.0
55, 448.5, 178.2, 196.8, 265.8, 134.5
60, 625.0, 190.7, 198.3, 281.3, 115.9
65, 751.5, 179.4, 235.9, 279.7, 145.3
70, 926.5, 178.3, 239.3, 287.6, 101.7
75, 1151.7, 162.5, 271.8, 354.8, 131.3
80, 958.1, 200.0, 254.8, 329.7, 147.0
85, 870.6, 179.6, 270.2, 348.5, 393.5
90, 803.3, 202.9, 290.4, 390.8, 409.5
95, 784.3, 279.6, 284.3, 551.7, 412.6
100, 945.5, 1403.3, 310.9, 4085.1, 103.0
