Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 204.9, 190.8, 123.4, 210.9, 131.2
10, 245.3, 264.1, 132.7, 258.1, 136.0
15, 243.6, 298.5, 126.5, 271.8, 151.6
20, 215.5, 343.5, 140.7, 268.5, 176.5
25, 259.3, 393.7, 168.9, 334.3, 201.8
30, 306.2, 421.7, 179.6, 401.6, 212.6
35, 331.3, 475.1, 200.1, 447.2, 223.3
40, 348.5, 529.8, 215.6, 465.6, 256.3
45, 353.3, 573.3, 250.0, 478.6, 264.0
50, 423.6, 648.5, 268.6, 578.0, 292.5
55, 495.5, 658.0, 296.8, 675.0, 309.5
60, 559.3, 670.4, 314.1, 761.8, 331.8
65, 610.9, 687.3, 340.5, 807.9, 367.2
70, 643.8, 687.4, 356.2, 850.1, 337.3
75, 667.1, 675.0, 371.9, 879.2, 367.1
80, 670.2, 673.4, 370.4, 862.9, 401.6
85, 659.4, 648.4, 389.2, 874.1, 663.9
90, 654.9, 652.9, 404.8, 875.7, 681.1
95, 625.1, 665.8, 443.6, 905.8, 710.4
100, 686.0, 687.5, 453.4, 1059.4, 423.7
