Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 15.8, 20.2, 15.9, 32.7, 18.6
10, 15.6, 37.4, 14.3, 51.4, 18.8
15, 20.4, 65.7, 17.0, 73.4, 27.8
20, 21.8, 59.4, 14.0, 62.5, 21.9
25, 15.6, 67.0, 14.2, 78.2, 20.4
30, 18.5, 109.2, 15.7, 115.6, 18.9
35, 21.9, 129.7, 15.6, 163.9, 23.6
40, 23.5, 106.2, 17.2, 159.5, 25.1
45, 39.1, 171.8, 21.5, 168.6, 20.3
50, 18.9, 207.8, 19.1, 201.7, 18.9
55, 28.0, 239.0, 17.0, 243.9, 26.9
60, 31.3, 254.5, 23.5, 295.5, 29.8
65, 28.1, 259.6, 26.8, 309.9, 28.2
70, 32.8, 262.6, 17.5, 345.4, 26.8
75, 35.8, 270.4, 21.9, 393.9, 22.1
80, 42.1, 295.3, 24.9, 421.9, 26.5
85, 40.9, 359.7, 32.7, 469.5, 23.4
90, 43.7, 389.0, 21.6, 542.1, 24.8
95, 40.6, 492.1, 26.6, 721.8, 26.3
100, 26.6, 1028.6, 20.3, 1984.4, 22.0
