Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 192.2, 139.0, 104.4, 160.9, 103.3
10, 209.4, 129.8, 117.2, 170.4, 85.9
15, 217.2, 131.2, 106.1, 161.1, 76.5
20, 221.9, 133.0, 92.3, 171.8, 73.4
25, 212.3, 137.6, 106.1, 178.2, 89.2
30, 248.5, 136.2, 120.3, 195.3, 95.2
35, 270.6, 135.9, 129.7, 214.2, 81.4
40, 301.4, 140.7, 140.8, 210.8, 101.6
45, 331.4, 178.0, 167.2, 253.2, 126.5
50, 338.9, 181.5, 165.8, 242.4, 126.5
55, 439.2, 171.7, 181.4, 276.6, 143.6
60, 553.0, 173.3, 189.0, 270.3, 117.2
65, 767.2, 179.7, 232.8, 312.4, 132.8
70, 915.5, 162.6, 251.5, 273.5, 103.0
75, 1050.2, 173.5, 284.2, 359.4, 131.2
80, 963.9, 193.8, 239.0, 337.2, 136.1
85, 847.1, 192.1, 303.2, 367.3, 404.7
90, 929.6, 192.2, 276.7, 387.6, 404.7
95, 732.8, 257.9, 306.4, 515.6, 420.2
100, 962.6, 1408.1, 311.1, 4142.6, 120.4
