Instances, PushRelabel, PushRelabelInit, FIFOPushRelabel, FIFOPushRelabelInit, HighestLabelPushRelabel, HighestLabelPushRelabelInit
1000, 1016.0, 984.0, 843.0, 828.0, 1156.0, 1079.0
1500, 3548.0, 3563.0, 3266.0, 3250.0, 3719.0, 3166.0
2000, 8297.0, 7906.0, 7798.0, 7850.0, 7828.0, 6750.0
2500, 15688.0, 14267.0, 16251.0, 16236.0, 15925.0, 13658.0
3000, 28048.0, 26942.0, 30446.0, 29788.0, 24395.0, 28215.0
3500, 44463.0, 45705.0, 50886.0, 51496.0, 31642.0, 40790.0
4000, 68347.0, 65347.0, 75317.0, 76035.0, 52691.0, 53940.0
4500, 100853.0, 94818.0, 107058.0, 109849.0, 70615.0, 80223.0
5000, 136794.0, 135944.0, 151822.0, 154106.0, 128254.0, 117560.0
