Instances, PushRelabel, PushRelabelInit, FIFOPushRelabel, FIFOPushRelabelInit, HighestLabelPushRelabel, HighestLabelPushRelabelInit
1000, 31.0, 15.0, 16.0, 15.0, 15.0, 15.0
1500, 3297.0, 3281.0, 3172.0, 3236.0, 3437.0, 2828.0
2000, 8219.0, 7532.0, 7579.0, 7688.0, 6016.0, 6204.0
2500, 15672.0, 13956.0, 16251.0, 16211.0, 12673.0, 13063.0
3000, 27564.0, 27752.0, 29969.0, 30377.0, 24770.0, 19110.0
3500, 43601.0, 44158.0, 50373.0, 49008.0, 40039.0, 40798.0
4000, 71456.0, 64425.0, 75134.0, 74395.0, 48320.0, 50033.0
4500, 97864.0, 91551.0, 104317.0, 104460.0, 86332.0, 60862.0
5000, 131241.0, 114633.0, 151662.0, 152320.0, 98146.0, 101724.0
