Instances, PushRelabel, PushRelabelInit, FIFOPushRelabel, FIFOPushRelabelInit, HighestLabelPushRelabel, HighestLabelPushRelabelInit
1000, 31.0, 31.0, 16.0, 31.0, 16.0, 15.0
1500, 3313.0, 3315.0, 3203.0, 3172.0, 3409.0, 3016.0
2000, 7923.0, 7407.0, 7485.0, 7563.0, 8312.0, 5735.0
2500, 15844.0, 13672.0, 15923.0, 15938.0, 12079.0, 15126.0
3000, 27839.0, 26985.0, 29892.0, 30033.0, 23970.0, 24266.0
3500, 44018.0, 44299.0, 49940.0, 50631.0, 38043.0, 34956.0
4000, 71862.0, 63550.0, 74772.0, 77066.0, 56830.0, 54446.0
4500, 99724.0, 95270.0, 106208.0, 107506.0, 74566.0, 62251.0
5000, 135493.0, 134850.0, 154292.0, 156259.0, 104554.0, 113146.0
