Instances, PushRelabel, PushRelabelInit, FIFOPushRelabel, FIFOPushRelabelInit, HighestLabelPushRelabel, HighestLabelPushRelabelInit
1000, 1047.0, 969.0, 859.0, 844.0, 1203.0, 1094.0
1500, 3547.0, 3516.0, 3255.0, 3266.0, 3751.0, 3172.0
2000, 8313.0, 7798.0, 7844.0, 7828.0, 7672.0, 6503.0
2500, 16709.0, 16626.0, 16798.0, 16923.0, 13095.0, 14985.0
3000, 28939.0, 28471.0, 30661.0, 31580.0, 23142.0, 22174.0
3500, 45215.0, 45749.0, 51621.0, 51299.0, 38181.0, 42210.0
4000, 68034.0, 69459.0, 79895.0, 78741.0, 65851.0, 48471.0
4500, 105880.0, 102938.0, 109412.0, 110380.0, 71940.0, 67785.0
5000, 140356.0, 142887.0, 159398.0, 162843.0, 116149.0, 116810.0
