Instances, PushRelabel, PushRelabelInit, FIFOPushRelabel, FIFOPushRelabelInit, HighestLabelPushRelabel, HighestLabelPushRelabelInit
1000, 31.0, 31.0, 15.0, 16.0, 16.0, 31.0
1500, 3453.0, 3313.0, 3344.0, 3266.0, 3501.0, 3359.0
2000, 8016.0, 7484.0, 7563.0, 7610.0, 7532.0, 6553.0
2500, 16219.0, 14407.0, 16438.0, 16428.0, 12626.0, 12860.0
3000, 28267.0, 27226.0, 29923.0, 30436.0, 23689.0, 27456.0
3500, 43519.0, 44301.0, 50456.0, 50923.0, 31013.0, 33269.0
4000, 62472.0, 64450.0, 74942.0, 74425.0, 48924.0, 51958.0
4500, 101638.0, 91509.0, 105724.0, 106452.0, 81286.0, 65331.0
5000, 131541.0, 115597.0, 153900.0, 153672.0, 116327.0, 101177.0
