Instances, PushRelabel, PushRelabelInit, FIFOPushRelabel, FIFOPushRelabelInit, HighestLabelPushRelabel, HighestLabelPushRelabelInit
1000, 16.0, 16.0, 15.0, 15.0, 32.0, 15.0
1500, 3469.0, 3453.0, 3203.0, 3204.0, 3391.0, 3078.0
2000, 8032.0, 7723.0, 7703.0, 7766.0, 6235.0, 6423.0
2500, 15986.0, 14376.0, 16501.0, 16329.0, 11922.0, 10673.0
3000, 27300.0, 26598.0, 29648.0, 29485.0, 26611.0, 20692.0
3500, 44992.0, 43960.0, 50832.0, 50667.0, 38957.0, 33799.0
4000, 64956.0, 66661.0, 76490.0, 76413.0, 56565.0, 65738.0
4500, 95194.0, 91477.0, 106819.0, 108634.0, 80145.0, 84068.0
5000, 135350.0, 118084.0, 152536.0, 155570.0, 99271.0, 115461.0
