Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1251.6, 2576.7, 604.6, 2095.4, 892.5
10, 2478.2, 3622.0, 1020.2, 4657.4, 1445.5
15, 3117.3, 4586.0, 1287.7, 6075.6, 1642.3
20, 4021.8, 5884.7, 1622.0, 7733.5, 2116.2
25, 5665.8, 7525.5, 2149.6, 10486.2, 2612.6
30, 8923.9, 9311.4, 2885.1, 13748.5, 3394.0
35, 10434.7, 10996.0, 3352.1, 16301.7, 3753.1
40, 10734.9, 12566.2, 3644.1, 18250.8, 3892.6
45, 8814.6, 12734.8, 3619.0, 18544.8, 3940.0
50, 9400.5, 13989.9, 3912.4, 20252.7, 3895.5
55, 9527.2, 14977.1, 4151.9, 21608.2, 4264.1
60, 98.6, 168.7, 59.4, 182.8, 48.4
65, 98.4, 156.3, 75.0, 195.4, 48.5
70, 6397.3, 13128.7, 3968.9, 18599.4, 4169.0
75, 10531.8, 19749.4, 5009.6, 27488.8, 4984.5
80, 12757.0, 21157.3, 5968.9, 33314.3, 5498.8
85, 11932.0, 21554.1, 5874.1, 32637.7, 5007.3
90, 9127.1, 19144.2, 5287.5, 27320.2, 4905.0
95, 173.4, 264.3, 107.7, 196.9, 72.0
100, 14113.1, 26259.4, 6744.1, 40263.6, 6627.1
