Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 197.5, 154.7, 109.6, 186.0, 123.5
10, 281.4, 237.4, 153.3, 320.7, 210.9
15, 486.2, 354.6, 245.3, 478.1, 298.4
20, 745.3, 478.3, 381.5, 646.6, 432.8
25, 996.8, 632.8, 543.9, 931.2, 528.2
30, 1483.0, 854.8, 707.8, 1092.2, 712.5
35, 2392.4, 1131.4, 931.3, 1471.9, 867.3
40, 3058.0, 1418.8, 1143.8, 1734.1, 1156.1
45, 2948.6, 1618.7, 1429.6, 2009.8, 1367.3
50, 3796.3, 1811.0, 1824.8, 2488.5, 1129.9
55, 4720.4, 1832.9, 2312.7, 2714.0, 1546.9
60, 6589.4, 1804.9, 2540.7, 3186.3, 1546.1
65, 7842.5, 1615.8, 3426.6, 3822.3, 1954.5
70, 7924.6, 1754.2, 3350.5, 4113.4, 1808.7
75, 9425.5, 1901.6, 4497.1, 4884.0, 2161.1
80, 11255.3, 2247.2, 4543.5, 5326.2, 2167.7
85, 14033.7, 2673.7, 4501.7, 5335.9, 1639.3
90, 17685.2, 2494.1, 5947.3, 5896.7, 2197.0
95, 18980.8, 2763.9, 6276.9, 6526.9, 2047.7
100, 20235.6, 3186.2, 7428.9, 7488.6, 2410.8
