Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1231.4, 1953.3, 626.5, 1701.6, 979.9
10, 3467.1, 3962.8, 1142.2, 5345.8, 1642.3
15, 5415.3, 5127.0, 1615.9, 7472.4, 2079.6
20, 6655.2, 6642.3, 1973.4, 9286.4, 2511.4
25, 7263.0, 7804.9, 2324.9, 11056.7, 2837.7
30, 6194.0, 8433.2, 2364.2, 11517.1, 2797.2
35, 8091.1, 10263.8, 2869.0, 14804.2, 3226.7
40, 8750.5, 12093.8, 3262.5, 16860.2, 3544.0
45, 10337.8, 13427.3, 3901.7, 19828.9, 4176.8
50, 13261.5, 15433.8, 4692.6, 24197.9, 4508.5
55, 16651.1, 17310.3, 5537.9, 27901.1, 5425.4
60, 18163.2, 18718.5, 5933.0, 31243.7, 5663.8
65, 18940.7, 21605.9, 6236.2, 33504.7, 5819.6
70, 15518.0, 21071.8, 6080.0, 33980.5, 5629.9
75, 18777.6, 23791.2, 6778.5, 38372.2, 6110.4
80, 19810.4, 23913.7, 7392.6, 41535.4, 6459.9
85, 15505.4, 23698.1, 6630.0, 39209.9, 5548.7
90, 15052.2, 23640.3, 6962.9, 40424.4, 5793.8
95, 16752.5, 25796.7, 7520.8, 44450.8, 6258.2
100, 17838.3, 27723.1, 7891.0, 47053.6, 7111.1
