Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 1173.5, 1173.5, 1173.5, 1173.5, 1173.5
10, 3214.2, 3214.2, 3214.2, 3214.2, 3214.2
15, 4841.0, 4841.0, 4841.0, 4841.0, 4841.0
20, 4298.7, 4298.7, 4298.7, 4298.7, 4298.7
25, 5722.5, 5722.5, 5722.5, 5722.5, 5722.5
30, 5651.6, 5651.6, 5651.6, 5651.6, 5651.6
35, 6571.1, 6571.1, 6571.1, 6571.1, 6571.1
40, 8896.7, 8896.7, 8896.7, 8896.7, 8896.7
45, 8701.9, 8701.9, 8701.9, 8701.9, 8701.9
50, 10028.9, 10028.9, 10028.9, 10028.9, 10028.9
55, 12443.2, 12443.2, 12443.2, 12443.2, 12443.2
60, 13074.2, 13074.2, 13074.2, 13074.2, 13074.2
65, 14723.9, 14723.9, 14723.9, 14723.9, 14723.9
70, 19098.3, 19098.3, 19098.3, 19098.3, 19098.3
75, 18070.5, 18070.5, 18070.5, 18070.5, 18070.5
80, 15815.9, 15815.9, 15815.9, 15815.9, 15815.9
85, 19459.3, 19459.3, 19459.3, 19459.3, 19459.3
90, 20648.3, 20648.3, 20648.3, 20648.3, 20648.3
95, 18157.1, 18157.1, 18157.1, 18157.1, 18157.1
100, 14136.2, 14136.2, 14136.2, 14136.2, 14136.2
