Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 104.8, 98.5, 37.4, 128.1, 60.7
10, 92.1, 146.9, 60.7, 118.7, 90.6
15, 171.8, 245.4, 98.5, 218.8, 128.1
20, 178.2, 309.4, 115.8, 256.3, 154.6
25, 240.7, 387.6, 145.3, 307.8, 168.5
30, 299.8, 365.5, 168.8, 358.1, 195.3
35, 342.3, 474.8, 181.1, 467.3, 178.1
40, 379.8, 549.8, 195.3, 540.7, 212.4
45, 354.7, 686.0, 243.7, 618.3, 531.2
50, 412.6, 826.6, 285.8, 941.4, 260.8
55, 521.9, 1047.1, 315.4, 1214.3, 629.7
60, 643.7, 1270.4, 383.0, 1467.3, 735.0
65, 768.8, 1468.7, 425.1, 1770.5, 817.3
70, 815.7, 1684.2, 459.4, 2153.8, 895.5
75, 962.5, 2111.1, 579.8, 2811.8, 1000.1
80, 1239.2, 2595.8, 678.2, 3347.5, 1103.1
85, 1444.3, 3146.5, 762.6, 3840.9, 720.6
90, 1562.6, 3581.5, 869.2, 4497.0, 842.0
95, 1700.0, 3906.3, 893.7, 5047.3, 945.5
100, 1872.4, 4400.1, 1003.5, 5795.8, 1091.0
