Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 23.7, 28.1, 19.1, 32.8, 23.4
10, 31.4, 37.3, 17.4, 43.7, 17.1
15, 20.3, 47.0, 18.6, 43.6, 29.4
20, 38.9, 59.5, 34.4, 60.8, 29.4
25, 32.8, 90.8, 31.4, 53.1, 31.3
30, 43.6, 87.4, 34.5, 64.0, 39.1
35, 56.4, 79.5, 39.0, 72.1, 37.4
40, 75.1, 117.1, 45.4, 143.7, 35.8
45, 90.7, 97.0, 40.6, 120.3, 34.4
50, 51.6, 115.5, 39.0, 118.6, 35.9
55, 62.5, 126.8, 42.2, 143.7, 39.1
60, 79.7, 159.4, 46.9, 184.2, 38.9
65, 145.3, 226.7, 82.9, 270.4, 71.9
70, 109.2, 200.1, 68.7, 264.3, 71.9
75, 111.0, 239.2, 78.2, 310.9, 75.1
80, 118.8, 326.6, 85.7, 329.6, 571.8
85, 135.7, 367.4, 106.4, 300.1, 74.8
90, 165.8, 365.8, 131.5, 273.4, 68.7
95, 192.3, 374.9, 126.7, 282.8, 79.7
100, 231.5, 384.3, 160.7, 308.2, 81.3
