Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 628.2, 1789.1, 526.8, 1503.2, 744.0
10, 27.9, 37.7, 16.0, 40.6, 17.2
15, 23.2, 45.4, 20.3, 45.2, 18.4
20, 2556.1, 5716.1, 1331.2, 6994.0, 1817.2
25, 3270.3, 6773.7, 1676.6, 8905.9, 2112.7
30, 42.2, 84.2, 32.8, 67.0, 36.0
35, 56.1, 82.8, 40.4, 76.7, 37.5
40, 4182.8, 9538.5, 2343.7, 11948.9, 2756.2
45, 4437.8, 10228.8, 2617.5, 13001.7, 3134.8
50, 46.7, 118.7, 42.0, 117.2, 39.2
55, 62.3, 134.5, 43.9, 132.8, 39.0
60, 79.5, 151.7, 48.4, 170.0, 43.7
65, 85.9, 154.8, 64.0, 175.1, 42.2
70, 81.2, 125.1, 50.1, 167.2, 51.5
75, 71.8, 156.2, 54.6, 179.5, 54.6
80, 132.9, 275.3, 86.1, 320.2, 565.8
85, 137.5, 348.6, 92.4, 354.7, 75.2
90, 160.8, 345.4, 114.2, 268.8, 73.2
95, 197.1, 393.6, 133.0, 285.9, 87.4
100, 237.4, 409.5, 170.4, 306.2, 86.1
