Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 23.5, 28.0, 18.7, 34.3, 23.6
10, 32.6, 37.5, 15.4, 43.7, 15.6
15, 2190.6, 4572.1, 1075.2, 6297.2, 1504.0
20, 3350.1, 6480.0, 1452.0, 8827.1, 1992.2
25, 4673.6, 7958.3, 1920.6, 11596.1, 2374.0
30, 6477.0, 9625.7, 2317.3, 14543.0, 2726.7
35, 6894.2, 11085.3, 2618.7, 16579.0, 2975.3
40, 7028.6, 12241.3, 2842.3, 18038.5, 3189.6
45, 6811.6, 12608.7, 3067.6, 18759.1, 3517.3
50, 9137.8, 14978.8, 3750.1, 23774.9, 3745.6
55, 9602.1, 17052.6, 4089.5, 26131.2, 4175.2
60, 10226.9, 16467.0, 4365.8, 28639.0, 4473.8
65, 12493.0, 18474.8, 4981.6, 33243.0, 4897.9
70, 12777.1, 20228.1, 5306.4, 35552.0, 5028.8
75, 13383.5, 21500.4, 5667.6, 38152.2, 5269.5
80, 14108.5, 22405.0, 5994.7, 40390.8, 5488.3
85, 15357.1, 23816.6, 6448.0, 43863.7, 5378.0
90, 15630.3, 23693.9, 6722.9, 45990.4, 5633.2
95, 15119.5, 23719.1, 6717.6, 45276.9, 5785.8
100, 14391.4, 25248.8, 6708.0, 43495.3, 6562.2
