Instances, LinkedList, HashMap, SplitArray, TreeMap, SparseMap
5, 214.2, 178.2, 136.1, 193.5, 148.4
10, 117.2, 129.9, 67.0, 168.7, 84.2
15, 185.9, 229.6, 156.2, 311.2, 179.9
20, 668.9, 538.9, 332.8, 653.2, 370.3
25, 962.6, 668.8, 525.4, 983.0, 510.9
30, 792.3, 578.2, 364.3, 829.6, 287.6
35, 898.6, 664.1, 317.2, 895.5, 248.3
40, 2709.6, 1315.7, 1094.0, 1556.5, 822.0
45, 2950.1, 1608.0, 1231.1, 1745.5, 1283.1
50, 1550.1, 1232.8, 636.0, 1836.1, 493.9
55, 1675.1, 1348.7, 720.4, 2114.4, 775.0
60, 1276.6, 979.7, 484.4, 2065.7, 670.5
65, 1403.2, 762.3, 504.9, 2148.5, 681.3
70, 1253.3, 668.9, 532.9, 2370.6, 720.4
75, 1382.8, 690.6, 684.3, 3005.1, 804.7
80, 2483.1, 1746.9, 1159.4, 4042.4, 974.7
85, 3914.3, 2212.6, 1209.3, 3834.4, 481.4
90, 3379.9, 1726.9, 1151.8, 3768.9, 446.8
95, 4808.1, 1972.1, 1176.4, 4168.9, 437.5
100, 6050.3, 2165.8, 1343.2, 4709.6, 531.3
